"STATION","NAME","DATE","ACMH","ACSH","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDFG","WDFM","WESD","WSF1","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT14","WT16","WT18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-10","   60","   60"," 1554","0.00","   93","0.0","0.0",,"74","45","  792",,"  180","  180",,,"24.2","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-11","   60","   70"," 0742","0.03","   42","0.0","0.0",,"76","62","  360",,"  180","  180",,,"27.5","21.9","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-12","   90","  100"," 1924","0.00","   65","0.0","0.0",,"87","65","  558",,"  315","  315",,,"27.5","23.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-13","   60","   70"," 1718","0.06","   66","0.0","0.0",,"90","69","  558",,"  225","  225",,,"31.1","23.9","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-14","   80","  100"," 1806","0.00","   72","0.0","0.0",,"81","59","  612",,"  360","  315",,,"33.3","27.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-15","   10","   10"," 1712","0.00","  100","0.0","0.0",,"72","52","  858",,"  270","  315",,,"21.9","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-16","   30","   30"," 0036","0.00","  100","0.0","0.0",,"74","53","  858",,"  360","   45",,,"20.8","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-17","  100","  100"," 1348","0.00","   57","0.0","0.0",,"76","57","  498",,"  135","  135",,,"20.8","16.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-18","   70","   80"," 0812","0.97","   60","0.0","0.0",,"79","63","  516",,"   90","   90",,,"18.3","13.0","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-19","   70","   90"," 1554","0.25","   52","0.0","0.0",,"82","64","  444",,"  315","  315",,,"47.2","29.1","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-20","  100","  100"," 2042","0.48","   21","0.0","0.0",,"72","65","  180",,"   45","   45",,,"20.8","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-21","   80","  100"," 1630","0.28","   20","0.0","0.0",,"68","61","  174",,"  360","   45",,,"20.8","17.0","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-22","   50","   60"," 1254","0.00","   99","0.0","0.0",,"84","60","  858",,"  315","  315",,,"16.1","12.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-23","   90","  100"," 1154","0.00","   69","0.0","0.0",,"83","65","  594",,"  135","  180",,,"17.2","15.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-24","  100","   90"," 1442","0.11","   44","0.0","0.0",,"82","69","  384",,"  360","  360",,,"25.3","21.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-25","   90","  100"," 2142","0.03","   71","0.0","0.0",,"83","69","  618",,"  360","  360",,,"26.4","23.9","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-26","   10","   20"," 1612","0.00","  100","0.0","0.0",,"78","61","  876",,"  315","  315",,,"24.2","17.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-27","   20","   20"," 1442","0.00","   94","0.0","0.0",,"76","55","  828",,"  315","  315",,,"21.9","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-28","   30","   20"," 1530","0.00","   97","0.0","0.0",,"84","60","  852",,"  315","  270",,,"20.8","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-29","   60","   60"," 2054","0.00","   91","0.0","0.0",,"84","64","  804",,"   90","   90",,,"15.0","10.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-30","   90","   90"," 2030","0.00","   45","0.0","0.0",,"85","64","  660",,"  135","  180",,,"32.2","31.1","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-05-31","   90","  100"," 1754","0.00","   45","0.0","0.0",,"83","71","  396",,"  180","  225",,,"24.2","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-01","   70","   70"," 1918","0.01","   76","0.0","0.0",,"90","69","  672",,"  225","  225",,,"27.5","21.9",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-02","  100","   90"," 1312","0.00","   63","0.0","0.0",,"90","73","  558",,"  270","  225",,,"26.4","19.9","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-03","   80","   90"," 1612","0.18","   48","0.0","0.0",,"89","73","  420",,"  360","  360",,,"51.7","40.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-04","   20","   20"," 1212","0.00","  100","0.0","0.0",,"78","64","  888",,"  315","  315",,,"30.0","25.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-05","   50","   80"," 1348","0.00","   99","0.0","0.0",,"80","60","  876",,"  315","  315",,,"19.5","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-06","   80","  100"," 1412","0.55","   34","0.0","0.0",,"78","62","  300",,"  180","  180",,,"30.0","21.9","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-07","   70","   50"," 1648","0.11","   65","0.0","0.0",,"92","72","  576",,"  225","  225",,,"41.4","29.1","    1",,"    1",,"    1",,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-08","   50","   50"," 1342","0.00","   76","0.0","0.0",,"85","59","  678",,"  315","  315",,,"40.3","34.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-09","   30","   30"," 2106","0.01","   84","0.0","0.0",,"77","52","  750",,"  315","  315",,,"34.4","34.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-10","   50","   60"," 1330","0.08","   62","0.0","0.0",,"75","61","  552",,"  315","  315",,,"39.1","30.0",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-11","   20","   20"," 2030","0.00","   97","0.0","0.0",,"74","56","  858",,"  360","  360",,,"19.5","16.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-12","   20","   30"," 1530","0.00","   99","0.0","0.0",,"75","56","  882",,"  315","   90",,,"17.2","8.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-13","    0","    0"," 1754","0.00","  100","0.0","0.0",,"80","57","  894",,"  135","  135",,,"12.8","8.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-14","    0","    0"," 1706","0.00","  100","0.0","0.0",,"86","61","  894",,"  180","  180",,,"16.1","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-15","   50","   70"," 1536","0.31","   56","0.0","0.0",,"93","65","  498",,"  225","  180",,,"41.4","21.0",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-16","   80","  100"," 0954","0.12","   35","0.0","0.0",,"74","62","  318",,"  315","  360",,,"23.0","19.9",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-17","    0","    0"," 1006","0.00","  100","0.0","0.0",,"78","56","  894",,"  315","  315",,,"19.5","16.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-18","   40","   70"," 1854","0.00","   88","0.0","0.0",,"78","59","  786",,"   90","   90",,,"16.1","12.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-19","   20","   20"," 2342","0.00","   98","0.0","0.0",,"83","61","  876",,"  135","  135",,,"19.5","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-20","   30","   20"," 0754","0.00","   86","0.0","0.0",,"80","66","  768",,"  315","  315",,,"42.5","34.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-21","   50","   70"," 0812","0.00","   96","0.0","0.0",,"84","64","  858",,"  315","  315",,,"21.9","19.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-22","   20","   30"," 1442","0.00","  100","0.0","0.0",,"88","63","  888",,"  180","  180",,,"12.8","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-23","   70","   90"," 1836","0.00","   94","0.0","0.0",,"90","69","  840",,"   90","  135",,,"15.0","13.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-24","  100","  100"," 1542","0.00","   76","0.0","0.0",,"91","74","  678",,"  180","  180",,,"21.9","17.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-25","   90","  100"," 1312","0.00","   82","0.0","0.0",,"89","73","  732",,"  135","  135",,,"23.0","16.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-26","   80","  100"," 1218","0.00","   36","0.0","0.0",,"85","72","  342",,"   45","  360",,,"18.3","16.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-27","   30","   30"," 1248","0.00","   99","0.0","0.0",,"98","69","  882",,"  225","  270",,,"20.8","17.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-28","   30","   40"," 1342","0.00","   82","0.0","0.0",,"97","75","  738",,"  180","  180",,,"24.2","19.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-29","   80","   90"," 1824","0.31","   58","0.0","0.0",,"98","76","  516",,"  180","  225",,,"48.3","40.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-06-30","   40","   50"," 1224","0.00","   85","0.0","0.0",,"84","71","  756",,"  315","  315",,,"27.5","25.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-01","   30","   30"," 2054","0.00","   96","0.0","0.0",,"86","66","  858",,"  135","  135",,,"17.2","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-02","   30","   20"," 1312","0.00","   91","0.0","0.0",,"96","72","  810",,"  180","  180",,,"30.0","19.9",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-03","   80","  100"," 0606","0.53","   28","0.0","0.0",,"84","77","  252",,"  270","  225",,,"35.6","31.1","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-04","   50","   40"," 0054","0.00","   97","0.0","0.0",,"90","73","  858",,"  270","  315",,,"17.2","13.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-05","   50","   60"," 1448","0.19","   80","0.0","0.0",,"93","77","  708",,"  315","  270",,,"40.3","31.1",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-06","    0","   10"," 1124","0.01","   95","0.0","0.0",,"86","71","  846",,"  360","  315",,,"27.5","21.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-07","   10","    0"," 2336","0.00","   98","0.0","0.0",,"86","66","  864",,"  180","  180",,,"15.0","12.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-08","   90","  100"," 1418","0.53","    0","0.0","0.0",,"76","69","    0",,"  225","  225",,,"43.6","36.0","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-09","   60","   50"," 1536","0.01","   74","0.0","0.0",,"89","69","  660",,"  225","  225",,,"19.5","14.1","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-10","   50","   60"," 1212","0.00","   78","0.0","0.0",,"89","72","  690",,"  315","  315",,,"19.5","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-11","   30","   40"," 1248","0.00","   85","0.0","0.0",,"92","72","  750",,"  225","  270",,,"24.2","14.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-12","   40","   60"," 1236","0.01","   70","0.0","0.0",,"93","76","  618",,"  315","  270",,,"26.4","17.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-13","    0","    0"," 1530","0.00","  100","0.0","0.0",,"88","71","  882",,"  315","   45",,,"18.3","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-14","   20","   30"," 1212","0.00","  100","0.0","0.0",,"91","67","  882",,"  180","  180",,,"18.3","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-15","   30","   40"," 1648","0.00","   94","0.0","0.0",,"95","74","  822",,"  180","  180",,,"23.0","17.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-16","   30","   20"," 1842","0.00","   88","0.0","0.0",,"103","79","  768",,"   45","   45",,,"30.0","23.9",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-17","   60","   80"," 1530","1.02","   64","0.0","0.0",,"102","76","  558",,"  180","  180",,,"25.3","21.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-18","   20","   30"," 1506","0.00","   95","0.0","0.0",,"93","72","  828",,"  315","  270",,,"17.2","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-19","   20","   20"," 1312","0.00","   97","0.0","0.0",,"94","77","  852",,"  135","  180",,,"24.2","14.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-20","   20","   10"," 1454","0.00","   87","0.0","0.0",,"98","81","  756",,"  180","  135",,,"17.2","13.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-21","   40","   30"," 1824","0.11","   82","0.0","0.0",,"100","77","  714",,"  225","  225",,,"82.8","40.0",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-22","   70","   70"," 1430","1.34","   60","0.0","0.0",,"94","75","  516",,"  225","  225",,,"33.3","19.9","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-23","  100","  100"," 0454","0.07","   40","0.0","0.0",,"81","74","  348",,"  180","  180",,,"21.9","17.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-24","   30","   20"," 0800","0.00","   96","0.0","0.0",,"85","73","  834",,"  360","  360",,,"19.5","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-25","   10","   20"," 1518","0.00","   99","0.0","0.0",,"90","70","  852",,"  225","  180",,,"20.8","13.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-26","   10","   10"," 2200","0.00","   93","0.0","0.0",,"93","76","  804",,"  180","  180",,,"19.5","17.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-27","   30","   30"," 1848","0.00","   96","0.0","0.0",,"90","75","  828",,"  135","  135",,,"23.0","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-28","   90","   90"," 1518","0.00","   72","0.0","0.0",,"90","77","  618",,"   90","  135",,,"21.9","16.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-29","   50","   50"," 1112","0.04","   78","0.0","0.0",,"91","77","  666",,"  315","  315",,,"25.3","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-30","   20","   20"," 1524","0.00","   79","0.0","0.0",,"92","76","  678",,"  225","  315",,,"23.0","15.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-07-31","   20","   20"," 3000","0.00","   93","0.0","0.0",,"92","76","  798",,"  180","  180",,,"18.3","14.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-01","   40","   60"," 1312","0.01","   72","0.0","0.0",,"98","79","  612",,"  270","  270",,,"60.8","42.9",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-02","   30","   50"," 1024","0.00","   91","0.0","0.0",,"98","75","  774",,"  225","  135",,,"21.9","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-03","   40","   40"," 1812","0.24","   81","0.0","0.0",,"99","76","  690",,"  270","  270",,,"33.3","25.1",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-04","   70","   70"," 0030","0.00","   74","0.0","0.0",,"95","75","  624",,"  225","  180",,,"19.5","14.1",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-05","   60","   60"," 1606","0.10","   68","0.0","0.0",,"96","77","  576",,"  270","  225",,,"50.6","34.9",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-06","   50","   70"," 1242","0.00","   91","0.0","0.0",,"94","76","  768",,"  315","  360",,,"20.8","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-07","   10","   10"," 1630","0.00","   99","0.0","0.0",,"95","76","  828",,"  225","  180",,,"16.1","11.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-08","   10","   10"," 1236","0.00","   98","0.0","0.0",,"100","77","  822",,"  270","  225",,,"26.4","14.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-09","   50","   60"," 2006","0.00","   74","0.0","0.0",,"97","80","  618",,"  225","  225",,,"23.0","17.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-10","   90","  100"," 2124","0.01","   70","0.0","0.0",,"95","78","  588",,"  315","  315",,,"30.0","25.1",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-11","   60","   40"," 1400","0.00","   82","0.0","0.0",,"100","77","  684",,"  135","  225",,,"25.3","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-12","   70","   80"," 1548","0.00","   73","0.0","0.0",,"93","78","  600",,"  315","  360",,,"27.5","17.0",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-13","   20","   20"," 1206","0.00","   95","0.0","0.0",,"92","73","  780",,"  315","  315",,,"24.2","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-14","   40","   50"," 1242","0.00","   97","0.0","0.0",,"98","73","  798",,"  225","  180",,,"24.2","17.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-15","  100","  100"," 1806","0.52","   18","0.0","0.0",,"87","76","  144",,"  315","  315",,,"39.1","31.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-16","   50","   40"," 0906","0.00","   88","0.0","0.0",,"83","68","  720",,"  315","  315",,,"30.0","23.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-17","   60","   80"," 1636","0.00","   73","0.0","0.0",,"83","64","  600",,"  135","  135",,,"17.2","12.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-18","  100","  100"," 1218","0.22","   35","0.0","0.0",,"76","67","  282",,"  180","  180",,,"23.0","17.0","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-19","   90","  100"," 1312","0.01","   34","0.0","0.0",,"84","73","  282",,"  225","  180",,,"12.8","8.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-20","   70","   90"," 2336","0.00","   63","0.0","0.0",,"86","73","  516",,"  360","  360",,,"21.9","15.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-21","   70","   90"," 0000","0.00","   32","0.0","0.0",,"78","69","  264",,"   90","   90",,,"18.3","12.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-22","   70","  100"," 1100","0.00","   65","0.0","0.0",,"80","66","  528",,"   45","   45",,,"17.2","12.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-23","   80","   80"," 1706","0.00","   69","0.0","0.0",,"86","69","  558",,"  315","  315",,,"19.5","12.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-24","   20","   30"," 1436","0.00","   74","0.0","0.0",,"91","69","  594",,"   45","   45",,,"13.9","8.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-25","   20","   20"," 1418","0.00","   94","0.0","0.0",,"93","70","  756",,"   45","   45",,,"15.0","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-26","   10","   10"," 1612","0.00","   98","0.0","0.0",,"94","71","  786",,"  315","  360",,,"17.2","11.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-27","    0","    0"," 1406","0.00","   99","0.0","0.0",,"97","72","  786",,"  180","  180",,,"21.9","12.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-28","   10","   20"," 1542","0.00","   97","0.0","0.0",,"97","73","  768",,"  270","  270",,,"21.9","12.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-29","   40","   50"," 1518","0.00","   74","0.0","0.0",,"96","76","  588",,"   45","   45",,,"19.5","14.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-30","   40","   50"," 1230","0.00","   92","0.0","0.0",,"96","76","  720",,"  180","  180",,,"25.3","19.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-08-31","   40","   40"," 0042","0.00","   69","0.0","0.0",,"95","78","  546",,"  180","  180",,,"24.2","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-01","   20","   30"," 1200","0.00","   92","0.0","0.0",,"99","77","  714",,"  180","  180",,,"17.2","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-02","   30","   30"," 1336","0.00","   89","0.0","0.0",,"101","78","  696",,"  180","  360",,,"27.5","19.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-03","   60","   70"," 0712","0.00","   92","0.0","0.0",,"92","77","  714",,"  360","   45",,,"20.8","16.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-04","   60","   80"," 1948","0.00","   80","0.0","0.0",,"93","73","  624",,"  135","  135",,,"17.2","13.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-05","   80","   90"," 2136","0.00","   58","0.0","0.0",,"91","76","  444",,"  180","  180",,,"17.2","14.1","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-06","   50","   50"," 2154","0.04","   91","0.0","0.0",,"94","75","  702",,"  270","  270",,,"19.5","15.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-07","   60","   60"," 1542","0.00","   97","0.0","0.0",,"87","72","  744",,"  315","  360",,,"24.2","17.0","    1",,"    1",,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1980-09-08","   30","   20"," 1654","0.00","   93","0.0","0.0",,"87","69","  714",,"   45","   45",,,"17.2","10.1",,,,,,,,,,,,
